"Start Time","End Time","Transcript" 
"00;52;11;09","00;52;12;16","inference"
"00;52;12;16","00;52;12;29","and"
"00;52;12;29","00;52;13;23","form"
"00;52;13;23","00;52;14;02","type"
"00;52;14;02","00;52;14;19","of"
"00;52;14;19","00;52;15;08","probably"
"00;52;15;08","00;52;15;19","valuable"
"00;52;15;19","00;52;16;06","relationship."
"00;52;16;06","00;52;16;13","Both"
"00;52;16;13","00;52;17;03","directions"
"00;52;17;03","00;52;17;24","because"
"00;52;17;24","00;52;18;04","active"
"00;52;18;04","00;52;18;18","inference"
"00;52;18;18","00;52;19;01","gains."
"00;52;19;01","00;52;19;06","These"
"00;52;19;06","00;52;19;22","cognitive"
"00;52;19;22","00;52;20;23","features"
"00;52;20;23","00;52;20;29","that"
"00;52;20;29","00;52;21;08","were"
"00;52;21;08","00;52;21;28","described"
"00;52;21;28","00;52;22;22","before"
"00;52;22;22","00;52;23;02","these"
"00;52;23;02","00;52;23;11","graphs"
"00;52;23;11","00;52;23;15","were"
"00;52;23;15","00;52;24;12","invented"
"00;52;24;14","00;52;24;29","analogous"
"00;52;24;29","00;52;25;02","to"
"00;52;25;02","00;52;25;06","kind"
"00;52;25;06","00;52;25;09","of"
"00;52;25;09","00;52;26;05","Blue's"
"00;52;26;05","00;52;26;28","suggestion"
"00;52;26;28","00;52;27;06","that"
"00;52;27;06","00;52;27;12","there"
"00;52;27;12","00;52;27;21","was"
"00;52;27;21","00;52;28;18","classifications"
"00;52;28;18","00;52;28;24","that were"
"00;52;28;24","00;52;29;01","some"
"00;52;29;01","00;52;29;08","were"
"00;52;29;08","00;52;29;15","really"
"00;52;29;15","00;52;30;00","insightful,"
"00;52;30;00","00;52;30;12","others"
"00;52;30;12","00;52;30;20","were"
"00;52;30;20","00;52;31;07","false"
"00;52;31;07","00;52;31;22","competitors"
"00;52;31;22","00;52;31;25","or"
"00;52;31;25","00;52;32;01","lump"
"00;52;32;01","00;52;32;07","beings"
"00;52;32;07","00;52;32;08","or"
"00;52;32;08","00;52;33;02","whatever."
"00;52;33;16","00;52;34;05","Before"
"00;52;34;05","00;52;34;14","there was"
"00;52;34;14","00;52;34;19","a way"
"00;52;34;19","00;52;34;22","to"
"00;52;34;22","00;52;34;27","look"
"00;52;34;27","00;52;35;02","at it"
"00;52;35;02","00;52;35;14","differently."
"00;52;37;10","00;52;37;22","That"
"00;52;37;22","00;52;37;28","is"
"00;52;37;28","00;52;38;04","some"
"00;52;38;04","00;52;38;06","of"
"00;52;38;06","00;52;38;12","what"
"00;52;38;12","00;52;39;18","grounds"
"00;52;39;18","00;52;39;22","a"
"00;52;39;22","00;52;40;02","realist"
"00;52;40;02","00;52;40;21","interpretation."
"00;52;40;21","00;52;40;24","So"
"00;52;40;24","00;52;41;05","again,"
"00;52;41;05","00;52;41;12","we're"
"00;52;41;12","00;52;41;22","still"
"00;52;41;22","00;52;41;29","not"
"00;52;41;29","00;52;42;14","fully"
"00;52;42;14","00;52;42;28","closed"
"00;52;42;28","00;52;43;00","on"
"00;52;43;00","00;52;43;04","what"
"00;52;43;04","00;52;43;12","it means"
"00;52;43;12","00;52;43;16","to be"
"00;52;43;16","00;52;43;26","realists"
"00;52;43;26","00;52;43;29","or"
"00;52;43;29","00;52;44;04","what"
"00;52;44;04","00;52;45;01","matters."
"00;52;45;01","00;52;45;05","But"
"00;52;45;05","00;52;45;11","now"
"00;52;45;11","00;52;45;21","let's"
"00;52;45;21","00;52;46;07","go to"
"00;52;46;07","00;52;47;03","the Mark"
"00;52;47;03","00;52;48;00","Blanket"
"00;52;48;07","00;52;48;15","in"
"00;52;48;15","00;52;49;08","action"
"00;52;49;08","00;52;50;21","concept"
"00;52;50;27","00;52;51;18","and"
"00;52;51;18","00;52;52;06","similarly"
"00;52;52;06","00;52;52;15","break"
"00;52;52;15","00;52;52;23","down"
"00;52;52;23","00;52;53;26","their"
"00;52;54;04","00;52;54;26","angle"
"00;52;54;26","00;52;55;21","on the"
"00;52;55;21","00;52;56;19","blanket"
"00;52;57;07","00;52;57;21","and"
"00;52;57;21","00;52;58;19","understand"
"00;52;58;19","00;52;59;00","maybe"
"00;52;59;00","00;52;59;09","what"
"00;52;59;09","00;53;00;16","leads them"
"00;53;00;16","00;53;00;23","and"
"00;53;00;23","00;53;00;27","what"
"00;53;00;27","00;53;01;03","their"
"00;53;01;03","00;53;01;16","suggested"
"00;53;01;16","00;53;02;03","implications"
"00;53;02;03","00;53;02;12","are"
"00;53;02;12","00;53;02;26","for"
"00;53;02;26","00;53;03;05","that"
"00;53;03;05","00;53;05;00","stance."
"00;53;05;00","00;53;06;06","What kind of a person"
"00;53;06;06","00;53;06;11","do"
"00;53;06;11","00;53;06;16","they"
"00;53;06;16","00;53;06;24","think"
"00;53;06;24","00;53;06;29","they're"
"00;53;06;29","00;53;07;10","being"
"00;53;07;10","00;53;07;16","by"
"00;53;07;16","00;53;07;29","taking"
"00;53;07;29","00;53;08;22","this"
"00;53;08;22","00;53;09;13","cognitive"
"00;53;09;13","00;53;10;02","social"
"00;53;10;02","00;53;11;07","position,"
"00;53;11;16","00;53;11;22","which"
"00;53;11;22","00;53;11;27","could be"
"00;53;11;27","00;53;12;05","asking"
"00;53;12;05","00;53;12;13","both"
"00;53;12;13","00;53;12;26","papers"
"00;53;12;26","00;53;13;01","and"
"00;53;13;01","00;53;13;18","all"
"00;53;14;08","00;53;14;18","speech"
"00;53;14;18","00;53;15;06","action"
"00;53;15;25","00;53;16;01","and"
"00;53;16;01","00;53;16;26","then"
"00;53;18;22","00;53;19;01","where's"
"00;53;19;01","00;53;19;04","the"
"00;53;19;04","00;53;19;22","beef?"
"00;53;20;16","00;53;21;15","Then"
"00;53;23;04","00;53;23;15","what is"
"00;53;23;15","00;53;24;00","the"
"00;53;24;24","00;53;25;01","what"
"00;53;25;01","00;53;25;08","is the"
"00;53;25;08","00;53;26;05","between"
"00;53;26;09","00;53;27;02","there?"
"00;53;28;03","00;53;28;23","So"
"00;53;28;23","00;53;29;05","anyone"
"00;53;29;05","00;53;29;22","can go"
"00;53;29;22","00;53;30;16","for it."
"00;53;31;20","00;53;35;27","What is something"
"00;53;35;27","00;53;36;07","to"
"00;53;36;07","00;53;36;17","bring"
"00;53;36;17","00;53;36;26","in"
"00;53;36;26","00;53;37;08","about"
"00;53;37;08","00;53;37;14","an"
"00;53;37;14","00;53;38;22","action"
"00;53;39;03","00;53;40;23","blankets"
"00;53;41;25","00;53;42;21","and or"
"00;53;42;21","00;53;43;18","how"
"00;53;43;18","00;53;44;03","everything"
"00;53;44;03","00;53;44;06","is"
"00;53;44;06","00;53;44;15","brought"
"00;53;44;15","00;53;45;19","together"
"00;53;45;19","00;53;46;09","in"
"00;53;46;09","00;53;46;26","Hippolyta"
"00;53;46;26","00;53;46;29","and"
"00;53;46;29","00;53;47;05","then"
"00;53;47;05","00;53;47;28","us 21"
"00;53;52;07","00;53;52;26","just"
"00;53;52;27","00;53;53;04","go"
"00;53;53;04","00;53;53;09","take"
"00;53;53;09","00;53;53;12","your"
"00;53;53;12","00;53;55;15","time."
"00;53;55;15","00;53;55;24","So"
"00;53;55;24","00;53;56;00","one of"
"00;53;56;00","00;53;56;14","the things"
"00;53;56;14","00;53;56;24","that I"
"00;53;56;24","00;53;57;04","really"
"00;53;57;04","00;53;57;13","like"
"00;53;57;13","00;53;57;22","about"
"00;53;57;22","00;53;57;27","this"
"00;53;57;27","00;53;58;14","paper"
"00;53;58;14","00;53;58;21","is,"
"00;53;58;21","00;53;59;07","again,"
"00;53;59;07","00;54;00;04","it's"
"00;54;00;29","00;54;01;23","the time"
"00;54;01;23","00;54;03;09","it takes"
"00;54;03;09","00;54;03;15","and"
"00;54;03;15","00;54;03;22","that"
"00;54;03;22","00;54;03;27","that"
"00;54;03;27","00;54;04;10","they"
"00;54;04;10","00;54;04;25","heavily"
"00;54;04;25","00;54;05;28","emphasize"
"00;54;06;02","00;54;06;28","that"
"00;54;06;28","00;54;07;07","as"
"00;54;07;07","00;54;07;17","part"
"00;54;07;17","00;54;07;21","of"
"00;54;07;21","00;54;08;07","this"
"00;54;08;07","00;54;08;17","code"
"00;54;08;17","00;54;10;07","construction"
"00;54;10;07","00;54;10;25","that"
"00;54;10;26","00;54;11;19","that"
"00;54;11;19","00;54;12;07","enables"
"00;54;12;07","00;54;12;21","people"
"00;54;12;21","00;54;12;29","to"
"00;54;12;29","00;54;13;11","gain"
"00;54;13;11","00;54;13;20","some"
"00;54;13;20","00;54;14;05","sense"
"00;54;14;05","00;54;14;12","of"
"00;54;14;12","00;54;15;06","what"
"00;54;15;06","00;54;15;13","it"
"00;54;15;13","00;54;15;25","means"
"00;54;15;25","00;54;16;09","to be"
"00;54;16;09","00;54;16;15","in"
"00;54;16;15","00;54;17;24","a now"
"00;54;17;24","00;54;18;10","social"
"00;54;18;10","00;54;19;07","situation."
"00;54;19;07","00;54;19;11","In"
"00;54;19;11","00;54;19;19","fact,"
"00;54;19;19","00;54;19;28","they"
"00;54;19;28","00;54;20;04","they"
"00;54;20;04","00;54;20;14","talk"
"00;54;20;14","00;54;21;02","about"
"00;54;21;14","00;54;21;19","that."
"00;54;21;19","00;54;21;24","I'm"
"00;54;21;24","00;54;22;09","not sure"
"00;54;22;09","00;54;22;16","where"
"00;54;22;16","00;54;22;24","it is"
"00;54;22;24","00;54;23;09","in the paper,"
"00;54;23;09","00;54;23;13","but"
"00;54;23;13","00;54;23;25","they talk"
"00;54;23;25","00;54;24;02","about"
"00;54;24;02","00;54;24;13","the fact"
"00;54;24;13","00;54;24;17","that"
"00;54;24;17","00;54;24;28","people"
"00;54;24;28","00;54;25;15","that are"
"00;54;25;15","00;54;25;22","that"
"00;54;25;22","00;54;26;23","are"
"00;54;28;04","00;54;28;22","new to"
"00;54;28;22","00;54;28;25","a"
"00;54;28;25","00;54;29;08","cultural"
"00;54;29;08","00;54;30;00","setting,"
"00;54;30;00","00;54;30;14","it"
"00;54;30;14","00;54;31;18","requires"
"00;54;31;18","00;54;31;26","of"
"00;54;31;26","00;54;32;21","them"
"00;54;32;27","00;54;34;29","some time"
"00;54;34;29","00;54;35;06","in"
"00;54;35;06","00;54;35;17","order"
"00;54;35;17","00;54;35;23","for"
"00;54;35;23","00;54;36;00","them"
"00;54;36;00","00;54;36;07","to be"
"00;54;36;07","00;54;36;11","able"
"00;54;36;11","00;54;36;13","to"
"00;54;36;13","00;54;36;20","pick"
"00;54;36;20","00;54;37;00","up on"
"00;54;37;00","00;54;37;04","the"
"00;54;37;04","00;54;38;06","non"
"00;54;38;06","00;54;38;27","linguistic,"
"00;54;38;27","00;54;40;08","nonverbal,"
"00;54;40;08","00;54;40;20","non"
"00;54;40;20","00;54;41;23","expressed"
"00;54;41;23","00;54;42;15","information"
"00;54;42;15","00;54;42;20","that's"
"00;54;42;20","00;54;42;27","being"
"00;54;42;27","00;54;43;13","passed"
"00;54;43;13","00;54;43;27","within"
"00;54;43;27","00;54;44;03","that"
"00;54;44;03","00;54;45;07","social realm"
"00;54;45;07","00;54;45;13","and"
"00;54;45;13","00;54;45;17","that"
"00;54;45;17","00;54;45;23","they're"
"00;54;45;23","00;54;46;01","not"
"00;54;46;01","00;54;46;11","picking"
"00;54;46;11","00;54;47;04","up on."
"00;54;47;16","00;54;48;02","So,"
"00;54;49;02","00;54;49;12","so"
"00;54;49;12","00;54;50;05","what,"
"00;54;50;05","00;54;51;01","what"
"00;54;51;01","00;54;51;17","enables"
"00;54;51;17","00;54;52;01","that"
"00;54;52;01","00;54;52;13","and"
"00;54;52;13","00;54;53;08","that's"
"00;54;53;15","00;54;54;00","when"
"00;54;54;02","00;54;54;08","they"
"00;54;54;08","00;54;54;20","spend"
"00;54;54;20","00;54;54;26","little"
"00;54;54;26","00;54;55;01","bit of"
"00;54;55;01","00;54;55;08","time"
"00;54;55;08","00;54;55;14","sort"
"00;54;55;14","00;54;55;21","of"
"00;54;56;05","00;54;56;21","talking"
"00;54;56;21","00;54;57;16","out"
"00;54;57;28","00;54;58;12","why"
"00;54;58;12","00;54;58;24","that could"
"00;54;58;24","00;54;59;05","only"
"00;54;59;05","00;54;59;22","be"
"00;54;59;22","00;55;00;03","then"
"00;55;00;03","00;55;00;21","considered"
"00;55;00;21","00;55;01;06","a"
"00;55;01;06","00;55;01;15","co"
"00;55;01;15","00;55;02;05","construction"
"00;55;02;05","00;55;04;02","the more you do"
"00;55;04;02","00;55;04;18","within"
"00;55;04;18","00;55;04;26","that"
"00;55;04;26","00;55;06;03","condition,"
"00;55;06;03","00;55;06;19","the more"
"00;55;06;19","00;55;07;09","you"
"00;55;07;09","00;55;07;19","pick"
"00;55;07;19","00;55;08;02","up,"
"00;55;08;09","00;55;08;19","you"
"00;55;08;19","00;55;09;00","can't"
"00;55;09;00","00;55;09;14","simply"
"00;55;09;14","00;55;10;07","be"
"00;55;10;07","00;55;10;24","watching."
"00;55;10;24","00;55;10;29","You"
"00;55;10;29","00;55;11;09","can't."
"00;55;11;09","00;55;11;24","It's"
"00;55;11;25","00;55;12;10","in fact,"
"00;55;12;10","00;55;13;03","the transition"
"00;55;13;03","00;55;13;06","is"
"00;55;13;06","00;55;13;15","going"
"00;55;13;15","00;55;13;22","from"
"00;55;13;22","00;55;14;23","spectator"
"00;55;14;23","00;55;15;13","to"
"00;55;15;13","00;55;16;22","the actual"
"00;55;16;22","00;55;17;20","doer."
"00;55;17;20","00;55;18;04","And so"
"00;55;18;04","00;55;18;24","that's"
"00;55;18;24","00;55;19;03","that's"
"00;55;19;03","00;55;19;05","a"
"00;55;19;05","00;55;20;05","heavy"
"00;55;20;05","00;55;20;14","that's"
"00;55;20;14","00;55;20;17","a"
"00;55;20;17","00;55;20;28","heavy"
"00;55;20;28","00;55;22;00","burden"
"00;55;22;00","00;55;22;05","to"
"00;55;22;05","00;55;23;15","put on"
"00;55;23;15","00;55;23;25","the"
"00;55;23;25","00;55;24;17","statistics"
"00;55;24;17","00;55;25;12","actual"
"00;55;26;28","00;55;28;14","landscape"
"00;55;28;14","00;55;28;22","as you"
"00;55;28;22","00;55;28;29","don't"
"00;55;28;29","00;55;29;09","sort"
"00;55;29;09","00;55;29;19","of sit"
"00;55;29;19","00;55;29;25","there"
"00;55;29;25","00;55;29;29","and"
"00;55;29;29","00;55;30;07","go,"
"00;55;30;07","00;55;30;20","okay,"
"00;55;30;20","00;55;31;07","so"
"00;55;31;07","00;55;31;17","what's"
"00;55;31;17","00;55;31;20","the"
"00;55;31;20","00;55;32;14","probability"
"00;55;32;14","00;55;32;19","that"
"00;55;32;19","00;55;32;24","this"
"00;55;32;24","00;55;33;02","person"
"00;55;33;02","00;55;33;06","who"
"00;55;33;06","00;55;33;08","I"
"00;55;33;08","00;55;33;14","can't"
"00;55;33;14","00;55;33;21","really"
"00;55;33;21","00;55;34;02","understand"
"00;55;34;02","00;55;34;07","because"
"00;55;34;07","00;55;34;15","don't"
"00;55;34;16","00;55;34;20","what"
"00;55;34;20","00;55;35;00","link"
"00;55;35;00","00;55;35;09","don't"
"00;55;35;09","00;55;35;25","even"
"00;55;35;25","00;55;36;03","know"
"00;55;36;03","00;55;36;07","what"
"00;55;36;07","00;55;36;19","they're saying"
"00;55;36;19","00;55;36;24","because"
"00;55;36;24","00;55;36;27","they're"
"00;55;36;27","00;55;37;08","speaking"
"00;55;37;08","00;55;37;10","a"
"00;55;37;10","00;55;37;18","different"
"00;55;37;18","00;55;38;26","language."
"00;55;38;27","00;55;39;08","What's"
"00;55;39;08","00;55;39;10","the"
"00;55;39;10","00;55;39;21","problem?"
"00;55;39;21","00;55;39;27","A bit"
"00;55;39;27","00;55;40;02","like"
"00;55;40;02","00;55;40;06","you"
"00;55;40;06","00;55;40;13","don't"
"00;55;40;13","00;55;40;19","sit"
"00;55;40;19","00;55;40;24","there"
"00;55;40;24","00;55;40;28","and"
"00;55;40;28","00;55;41;05","kind"
"00;55;41;05","00;55;42;05","of do"
"00;55;42;05","00;55;42;14","those"
"00;55;42;14","00;55;42;21","kind"
"00;55;42;21","00;55;42;23","of"
"00;55;42;23","00;55;43;21","calculations"
"00;55;43;21","00;55;43;27","or"
"00;55;43;27","00;55;44;29","maybe"
"00;55;44;29","00;55;45;07","you"
"00;55;45;07","00;55;45;28","do,"
"00;55;46;05","00;55;46;11","which"
"00;55;46;11","00;55;46;13","is"
"00;55;46;13","00;55;46;18","just"
"00;55;46;18","00;55;46;25","not"
"00;55;46;25","00;55;47;08","aware"
"00;55;47;08","00;55;48;01","of it,"
"00;55;48;03","00;55;48;09","and"
"00;55;48;09","00;55;48;14","you're"
"00;55;48;14","00;55;49;05","not"
"00;55;49;05","00;55;49;18","spending"
"00;55;49;18","00;55;49;20","a"
"00;55;49;20","00;55;49;26","whole"
"00;55;49;26","00;55;50;05","lot of"
"00;55;50;05","00;55;51;00","time"
"00;55;51;00","00;55;51;14","with your"
"00;55;51;14","00;55;52;06","calculator"
"00;55;52;06","00;55;52;22","out"
"00;55;52;29","00;55;53;08","trying"
"00;55;53;08","00;55;53;11","to"
"00;55;53;11","00;55;53;26","figure out"
"00;55;53;26","00;55;54;04","what"
"00;55;54;04","00;55;54;11","the"
"00;55;54;11","00;55;54;19","what"
"00;55;54;19","00;55;54;22","the"
"00;55;54;22","00;55;55;18","distribution"
"00;55;55;18","00;55;56;13","is."
"00;55;56;15","00;55;56;29","While"
"00;55;56;29","00;55;57;09","you are"
"00;55;57;09","00;55;57;20","trying"
"00;55;57;20","00;55;58;24","to co"
"00;55;58;24","00;56;00;03","construct"
"00;56;00;03","00;56;00;20","or co"
"00;56;00;20","00;56;02;00","coordinate"
"00;56;02;00","00;56;02;18","your"
"00;56;04;05","00;56;04;23","your"
"00;56;04;23","00;56;05;07","active"
"00;56;05;07","00;56;05;29","involvement"
"00;56;05;29","00;56;06;05","in"
"00;56;06;05","00;56;06;13","this"
"00;56;06;13","00;56;07;08","new thing"
"00;56;07;08","00;56;07;13","that"
"00;56;07;13","00;56;07;17","you're"
"00;56;07;17","00;56;08;14","now"
"00;56;08;14","00;56;08;25","trying"
"00;56;08;25","00;56;09;22","to be"
"00;56;09;22","00;56;10;05","a part"
"00;56;10;05","00;56;10;17","of."
"00;56;11;04","00;56;12;04","So"
"00;56;12;07","00;56;12;19","that's"
"00;56;12;19","00;56;13;13","one of the arguments"
"00;56;13;13","00;56;13;20","that I"
"00;56;13;20","00;56;14;00","really"
"00;56;14;00","00;56;14;10","like"
"00;56;14;10","00;56;15;03","about"
"00;56;15;03","00;56;16;06","their paper."
"00;56;16;06","00;56;17;02","They basically"
"00;56;17;02","00;56;17;23","say,"
"00;56;17;23","00;56;17;29","in"
"00;56;17;29","00;56;18;06","order"
"00;56;18;06","00;56;18;09","for"
"00;56;18;09","00;56;18;16","this"
"00;56;18;16","00;56;18;20","to"
"00;56;18;20","00;56;19;12","work,"
"00;56;19;12","00;56;19;26","first thing"
"00;56;19;26","00;56;20;07","we have"
"00;56;20;07","00;56;20;26","to"
"00;56;20;26","00;56;21;17","appreciate"
"00;56;21;17","00;56;21;24","is"
"00;56;21;24","00;56;22;02","that"
"00;56;22;02","00;56;22;11","there"
"00;56;22;11","00;56;23;02","is a"
"00;56;23;02","00;56;24;00","temporal"
"00;56;24;00","00;56;25;06","commitment"
"00;56;25;22","00;56;25;28","to"
"00;56;25;28","00;56;26;16","making"
"00;56;26;16","00;56;27;11","anything"
"00;56;27;11","00;56;28;14","happen"
"00;56;28;14","00;56;28;24","going"
"00;56;28;24","00;56;29;06","forward."
"00;56;29;06","00;56;29;13","You"
"00;56;29;13","00;56;29;19","could"
"00;56;29;19","00;56;29;29","if you"
"00;56;29;29","00;56;30;09","don't"
"00;56;30;09","00;56;30;14","have"
"00;56;30;14","00;56;30;20","that"
"00;56;30;20","00;56;31;01","temporal"
"00;56;31;01","00;56;31;14","commitment,"
"00;56;31;14","00;56;33;03","if you check out"
"00;56;33;03","00;56;33;15","before"
"00;56;33;15","00;56;33;22","you've"
"00;56;33;22","00;56;34;00","even"
"00;56;34;00","00;56;34;12","checked"
"00;56;34;12","00;56;35;02","in,"
"00;56;35;24","00;56;36;06","nothing"
"00;56;36;06","00;56;36;21","changes,"
"00;56;36;21","00;56;37;02","nothing"
"00;56;37;02","00;56;38;08","happens."
"00;56;38;08","00;56;39;12","So"
"00;56;39;28","00;56;40;07","from a"
"00;56;40;07","00;56;40;21","markup"
"00;56;40;21","00;56;41;04","blanket"
